id,name,now_cost,position,team,mng_clean_sheets,mng_goals_scored,now_cost_rank_type,expected_goals,threat_rank,dreamteam_count,news,influence_rank,assists,transfers_out_event,red_cards,expected_goals_conceded_per_90,bonus,birth_date,penalties_missed,news_added,ict_index_rank,threat_rank_type,minutes,starts,own_goals,web_name,form_rank_type,transfers_out,saves,cost_change_event_fall,selected_rank,in_dreamteam,corners_and_indirect_freekicks_order,selected_rank_type,can_select,value_form,form,region,creativity,points_per_game_rank,penalties_saved,bps,team_join_date,mng_draw,goals_scored,influence_rank_type,ict_index,threat,goals_conceded,form_rank,cost_change_event,transfers_in_event,expected_goals_conceded,points_per_game,goals_conceded_per_90,cost_change_start,mng_win,yellow_cards,direct_freekicks_order,cost_change_start_fall,ep_this,opta_code,expected_goal_involvements_per_90,status,value_season,starts_per_90,clean_sheets_per_90,selected_by_percent,expected_goal_involvements,expected_goals_per_90,chance_of_playing_next_round,penalties_order,transfers_in,creativity_rank_type,points_per_game_rank_type,clean_sheets,mng_underdog_win,now_cost_rank,event_points,influence,expected_assists,mng_underdog_draw,mng_loss,total_points,saves_per_90,expected_assists_per_90,ict_index_rank_type,chance_of_playing_this_round,ep_next,creativity_rank
758,Joe Knight,45,MID,Brighton,0,0,295,0.00,714,0,,731,0,18,0,0.0,0,2005-09-21,0,,731,302,0,0,0,Knight,262,107,0,0,760,False,,322,True,0.0,0.0,241.0,0.0,733,0,0,2025-01-31,0,0,307,0.0,0.0,0,659,0,14,0.00,0.0,0.0,0,0,0,,0,0.0,p567121,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,,,315,307,308,0,0,465,0,0.0,0.00,0,0,0,0.0,0.0,306,,-0.5,727
763,Eiran Cashin,45,DEF,Brighton,0,0,67,0.00,660,0,,680,0,29,0,0.0,0,2001-11-09,0,,680,254,0,0,0,Cashin,247,428,0,0,705,False,,240,True,0.0,0.0,104.0,0.0,684,0,0,2025-01-31,0,0,257,0.0,0.0,0,602,0,34,0.00,0.0,0.0,0,0,0,,0,0.0,p439135,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,,,1102,257,255,0,0,392,0,0.0,0.00,0,0,0,0.0,0.0,257,,-0.5,676
150,Andrey Nascimento dos Santos,45,MID,Chelsea,0,0,283,0.00,699,0,Has joined Strasbourg on a season-long loan,716,0,1,0,0.0,0,,0,2024-08-05T10:16:34.176364Z,716,291,0,0,0,Andrey Santos,251,628,0,0,764,False,,326,False,0.0,0.0,,0.0,719,0,0,,0,0,296,0.0,0.0,0,644,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p532605,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,0,296,297,0,0,447,0,0.0,0.00,0,0,0,0.0,0.0,295,0.0,0.0,711
151,Ângelo Gabriel Borges Damaceno,45,MID,Chelsea,0,0,276,0.00,690,0,Transferred to Al-Nassr,709,0,15,0,0.0,0,,0,2024-09-05T10:38:18.297070Z,709,284,0,0,0,Ângelo,244,30306,0,0,460,False,,159,False,0.0,0.0,,0.0,712,0,0,,0,0,290,0.0,0.0,0,636,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p518620,0.0,u,0.0,0.0,0.0,0.1,0.00,0.0,0.0,,5940,290,291,0,0,437,0,0.0,0.00,0,0,0,0.0,0.0,289,0.0,0.0,704
153,Benoît Badiashile,42,DEF,Chelsea,0,0,153,0.00,597,0,,408,0,12,0,1.69,0,2001-03-26,0,2024-12-16T10:30:07.655172Z,451,235,247,2,0,B.Badiashile,212,21521,0,0,491,False,,167,True,0.0,0.0,73.0,8.8,407,0,22,2023-01-05,0,0,146,5.7,0.0,4,525,0,14,4.63,1.2,1.46,-3,0,0,,3,0.5,p242880,0.02,a,1.2,0.73,0.0,0.1,0.06,0.0,100.0,,12101,153,133,0,0,614,0,48.2,0.06,0,0,5,0.0,0.02,157,100.0,0.0,445
154,Lucas Bergström,39,GKP,Chelsea,0,0,80,0.00,501,0,,564,0,128,0,0.0,0,2002-09-05,0,,564,18,0,0,0,Bergström,39,24160,0,0,336,False,,50,True,0.0,0.0,72.0,0.0,571,0,0,2021-07-27,0,0,56,0.0,0.0,0,419,0,87,0.00,0.0,0.0,-1,0,0,,1,0.5,p482158,0.0,a,0.0,0.0,0.0,0.3,0.00,0.0,,,23860,35,56,0,0,756,0,0.0,0.00,0,0,0,0.0,0.0,56,,0.0,543
155,Marcus Bettinelli,39,GKP,Chelsea,0,0,70,0.00,489,0,,553,0,140,0,0.0,0,1992-05-24,0,,553,8,0,0,0,Bettinelli,29,31620,0,0,288,False,,43,True,0.0,0.0,241.0,0.0,560,0,0,2021-07-28,0,0,46,0.0,0.0,0,407,0,40,0.00,0.0,0.0,-1,0,0,,1,0.5,p122074,0.0,a,0.0,0.0,0.0,0.4,0.00,0.0,,,32680,25,46,0,0,733,0,0.0,0.00,0,0,0,0.0,0.0,46,,0.0,532
157,Moisés Caicedo Corozo,49,MID,Chelsea,0,0,179,0.64,269,0,,83,3,675,0,1.35,2,2001-11-02,0,,101,151,2451,28,0,Caicedo,98,271650,0,0,211,False,,66,True,0.4,1.8,62.0,436.7,200,0,461,2023-08-14,0,1,30,98.6,72.0,35,208,0,395,36.72,2.5,1.29,-1,0,9,,1,2.3,p486672,0.11,a,14.3,1.03,0.26,1.0,3.01,0.02,,,281572,47,82,7,0,277,3,477.4,2.37,0,0,70,0.0,0.09,62,,1.8,58
158,Cesare Casadei,44,MID,Chelsea,0,0,321,0.00,632,0,Loaned to Torino,657,0,72,0,0.0,0,,0,2025-02-03T10:23:25.268868Z,657,245,0,0,0,Casadei,197,30309,0,0,462,False,,161,False,0.0,0.0,106.0,0.0,662,0,0,2022-08-19,0,0,253,0.0,0.0,0,572,0,0,0.00,0.0,0.0,-1,0,0,,1,0.0,p505187,0.0,u,0.0,0.0,0.0,0.1,0.00,0.0,0.0,,23729,254,255,0,0,540,0,0.0,0.00,0,0,0,0.0,0.0,252,0.0,0.0,652
159,Trevoh Chalobah,44,DEF,Chelsea,0,0,90,1.42,161,4,,146,1,1371,0,1.38,8,1999-07-05,0,2025-02-22T21:00:09.834402Z,190,27,1355,16,0,Chalobah,90,190032,0,0,231,False,,88,True,0.2,0.8,241.0,89.4,72,0,259,2018-02-16,0,3,56,63.1,164.0,20,291,0,216,20.81,3.7,1.33,-1,0,1,,1,1.3,p180736,0.13,a,15.2,1.06,0.2,0.8,1.98,0.09,100.0,,244773,73,9,3,0,502,1,374.8,0.56,0,0,67,0.0,0.04,56,100.0,0.8,266
161,Carney Chukwuemeka,47,MID,Chelsea,0,0,223,0.00,735,0,Loaned to Borussia Dortmund,751,0,9,0,0.0,0,,0,2025-02-04T10:49:46.028103Z,751,315,0,0,0,Chukwuemeka,278,8681,0,0,573,False,,217,False,0.0,0.0,241.0,0.0,751,0,0,2022-08-04,0,0,318,0.0,0.0,0,686,0,0,0.00,0.0,0.0,-3,0,0,,3,0.0,p478912,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,4843,319,319,0,0,341,0,0.0,0.00,0,0,0,0.0,0.0,318,0.0,0.0,747
162,Levi Colwill,44,DEF,Chelsea,0,0,108,0.73,223,1,,64,1,4096,0,1.38,3,2003-02-26,0,2025-01-17T15:00:07.145576Z,136,58,2340,26,0,Colwill,4,757365,0,0,97,False,,35,True,1.2,5.5,241.0,177.6,169,0,309,2022-07-01,0,1,24,79.3,101.0,34,25,0,3295,36.00,2.7,1.31,-1,0,6,,1,6.0,p460028,0.08,a,16.1,1.0,0.23,3.6,1.91,0.03,100.0,,1039314,38,49,6,0,529,6,513.0,1.18,0,0,71,0.0,0.05,36,100.0,5.5,176
163,Marc Cucurella Saseta,52,DEF,Chelsea,0,0,19,1.97,127,4,,94,2,8450,1,1.32,9,1998-07-22,0,2024-12-16T09:30:06.586582Z,108,14,2165,24,0,Cucurella,1,1208456,0,0,42,False,,14,True,1.5,8.0,200.0,263.8,90,0,356,2022-08-05,0,4,34,93.6,208.0,31,4,0,29403,31.76,3.5,1.29,2,0,6,,-2,8.5,p179268,0.16,a,17.5,1.0,0.21,8.5,3.93,0.08,100.0,,1402158,26,18,5,0,165,15,463.0,1.96,0,0,91,0.0,0.08,21,100.0,8.0,120
164,David Datro Fofana,54,FWD,Chelsea,0,0,38,0.00,777,0,Transferred to AEK Athens,780,0,2,0,0.0,0,2002-12-22,0,2024-09-11T14:26:52.770225Z,780,81,0,0,0,D.D.Fofana,74,15298,0,0,538,False,,71,False,0.0,0.0,54.0,0.0,778,0,0,2023-01-01,0,0,81,0.0,0.0,0,759,0,0,0.00,0.0,0.0,-1,0,0,,1,0.0,p520295,0.0,u,0.0,0.0,0.0,0.1,0.00,0.0,0.0,,4727,81,81,0,0,139,0,0.0,0.00,0,0,0,0.0,0.0,81,0.0,0.0,780
165,Deivid Washington de Souza Eugênio,49,FWD,Chelsea,0,0,59,0.00,752,0,Loaned to Santos,762,0,124,0,0.0,0,2005-06-05,0,2025-02-28T11:06:35.437245Z,762,76,0,0,0,Deivid,62,22693,0,0,418,False,,63,False,0.0,0.0,30.0,0.0,761,0,0,2023-08-24,0,0,76,0.0,0.0,0,716,0,0,0.00,0.0,0.0,-1,0,0,,1,0.0,p617054,0.0,u,0.0,0.0,0.0,0.1,0.00,0.0,0.0,,17623,75,77,0,0,286,0,0.0,0.00,0,0,0,0.0,0.0,76,0.0,0.0,759
166,Kiernan Dewsbury-Hall,55,MID,Chelsea,0,0,69,0.22,375,0,,421,1,42,0,1.38,1,1998-09-06,0,2024-12-29T08:30:08.647462Z,419,203,179,1,0,Dewsbury-Hall,162,27499,0,0,456,False,,157,True,0.1,0.5,241.0,34.0,356,0,45,2024-07-02,0,0,191,9.0,19.0,3,349,0,30,2.74,1.6,1.51,-5,0,0,,5,1.0,p215413,0.21,a,2.4,0.5,0.0,0.1,0.41,0.11,100.0,,7561,198,167,0,0,111,0,37.2,0.19,0,0,13,0.0,0.1,201,100.0,0.5,358
168,Enzo Fernández,47,MID,Chelsea,0,0,219,4.39,65,1,,52,6,4142,0,1.29,6,2001-01-17,0,2025-01-17T15:00:07.174073Z,16,42,2046,22,0,Enzo,20,1380694,0,0,91,False,3.0,29,True,0.9,4.2,10.0,844.5,88,0,485,2023-01-31,0,4,14,176.2,361.0,30,62,0,5449,29.36,3.5,1.32,-3,0,6,3.0,3,4.7,p448047,0.41,a,19.4,0.97,0.22,4.1,9.40,0.19,100.0,4.0,1618316,4,42,5,0,336,6,552.8,5.01,0,0,91,0.0,0.22,12,100.0,4.2,4
169,Conor Gallagher,59,MID,Chelsea,0,0,56,0.00,781,0,Transferred to Atletico Madrid,782,0,8,0,0.0,0,,0,2024-08-22T11:20:34.236891Z,782,336,0,0,0,Gallagher,330,72697,0,0,437,False,,149,False,0.0,0.0,,0.0,780,0,0,,0,0,337,0.0,0.0,0,766,0,0,0.00,0.0,0.0,-1,0,0,,1,0.0,p232787,0.0,u,0.0,0.0,0.0,0.1,0.00,0.0,0.0,,1567,337,337,0,0,84,0,0.0,0.00,0,0,0,0.0,0.0,337,0.0,0.0,782
170,Alfie Gilchrist,40,DEF,Chelsea,0,0,195,0.00,550,0,Has joined Sheffield United on a season-long,602,0,9,0,0.0,0,,0,2024-08-09T11:15:16.064928Z,602,201,0,0,0,Gilchrist,169,7475,0,0,617,False,,211,False,0.0,0.0,,0.0,607,0,0,,0,0,213,0.0,0.0,0,470,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p514280,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,0,212,211,0,0,678,0,0.0,0.00,0,0,0,0.0,0.0,213,0.0,0.0,586
171,Malo Gusto,49,DEF,Chelsea,0,0,32,1.33,199,0,Knock - 75% chance of playing,204,1,3080,0,1.41,0,2003-05-19,0,2025-03-07T16:00:09.088488Z,184,49,1541,17,0,Gusto,55,522795,0,0,165,False,,62,True,0.4,2.0,73.0,271.1,336,0,184,2023-01-28,0,0,76,65.8,123.0,24,186,0,48,24.12,1.7,1.4,-1,0,3,,1,1.9,p482609,0.16,d,8.2,0.99,0.12,1.5,2.77,0.08,75.0,,340738,23,109,2,0,276,0,262.8,1.44,0,0,40,0.0,0.08,53,75.0,1.5,115
172,Reece James,48,DEF,Chelsea,0,0,37,0.19,382,0,,319,1,3311,0,1.88,1,1999-12-08,0,2024-11-21T14:00:08.020459Z,322,130,597,7,0,James,113,133370,0,0,219,False,2.0,82,True,0.1,0.5,241.0,127.3,249,0,100,2019-05-15,0,1,117,27.9,17.0,11,341,0,1416,12.47,2.2,1.66,-2,0,1,2.0,2,1.0,p225796,0.12,a,4.6,1.06,0.0,0.9,0.76,0.03,100.0,,209094,60,81,0,0,308,0,133.6,0.57,0,0,22,0.0,0.09,103,100.0,0.5,227
173,Omari Kellyman,43,MID,Chelsea,0,0,340,0.00,614,0,Lack of match fitness - 25% chance of playing,647,0,309,0,0.0,0,2005-09-15,0,2024-09-08T23:00:06.668188Z,647,239,0,0,0,Kellyman,188,10153,0,0,498,False,,181,True,0.0,0.0,241.0,0.0,652,0,0,2024-06-29,0,0,247,0.0,0.0,0,548,0,372,0.00,0.0,0.0,-2,0,0,,2,0.0,p549068,0.0,d,0.0,0.0,0.0,0.1,0.00,0.0,25.0,,12500,248,249,0,0,597,0,0.0,0.00,0,0,0,0.0,0.0,246,0.0,0.0,639
174,Roméo Lavia,45,MID,Chelsea,0,0,272,0.18,436,0,,370,1,186,0,1.86,0,2004-01-06,0,2025-01-17T15:00:07.202444Z,368,225,530,8,0,Lavia,240,261878,0,0,284,False,,86,True,0.0,0.0,21.0,99.8,366,0,81,2023-08-18,0,0,171,19.6,5.0,10,632,0,23,10.96,1.5,1.7,0,0,4,,0,0.1,p514356,0.08,a,3.3,1.36,0.17,0.4,0.48,0.03,100.0,,188836,160,171,1,0,433,0,90.4,0.30,0,0,15,0.0,0.05,181,25.0,0.0,256
175,Romelu Lukaku Bolingoli,63,FWD,Chelsea,0,0,22,0.00,784,0,Permanent transfer to Napoli,784,0,15,0,0.0,0,,0,2024-08-30T10:21:53.872158Z,784,83,0,0,0,Lukaku,78,61614,0,0,379,False,,60,False,0.0,0.0,,0.0,782,0,0,,0,0,83,0.0,0.0,0,773,0,0,0.00,0.0,0.0,-2,0,0,,2,0.0,p66749,0.0,u,0.0,0.0,0.0,0.2,0.00,0.0,0.0,,8049,83,83,0,0,52,0,0.0,0.00,0,0,0,0.0,0.0,83,0.0,0.0,784
176,Malang Sarr,45,DEF,Chelsea,0,0,59,0.00,650,0,Permanent move to RC Lens,671,0,0,0,0.0,0,,0,2024-07-29T09:46:25.583703Z,671,250,0,0,0,M.Sarr,243,456,0,0,766,False,,256,False,0.0,0.0,,0.0,675,0,0,,0,0,253,0.0,0.0,0,593,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p204727,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,0,253,251,0,0,376,0,0.0,0.00,0,0,0,0.0,0.0,253,0.0,0.0,666
177,Noni Madueke,60,MID,Chelsea,0,0,51,7.58,9,1,Hamstring injury - Expected back 03 Apr,117,4,2864,0,1.47,12,2002-03-10,0,2025-02-15T16:00:09.076234Z,30,4,1449,19,0,Madueke,183,2345447,0,0,104,False,,33,True,0.0,0.2,241.0,353.7,35,0,338,2023-01-20,0,7,41,157.2,801.0,23,391,0,15,23.71,4.3,1.43,-5,0,3,,5,0.0,p248857,0.61,i,16.7,1.18,0.19,3.2,9.81,0.47,0.0,3.0,2461834,65,16,3,0,78,0,416.8,2.23,0,0,100,0.0,0.14,21,0.0,0.0,83
178,Marc Guiu Paz,47,FWD,Chelsea,0,0,63,0.00,427,0,Hamstring injury - Expected back 03 Apr,504,0,371,0,1.85,0,2006-01-04,0,2025-02-07T16:30:07.359889Z,487,50,71,0,0,Marc Guiu,56,156502,0,0,271,False,,45,True,0.0,0.0,200.0,11.8,484,0,11,2024-07-01,0,0,50,2.2,6.0,2,687,0,20,1.46,1.0,2.54,-3,0,0,,3,0.0,p499309,0.03,i,0.6,0.0,0.0,0.5,0.02,0.0,0.0,,112909,47,50,0,0,345,0,4.4,0.02,0,0,3,0.0,0.03,50,0.0,0.0,428
179,Mykhailo Mudryk,61,MID,Chelsea,0,0,48,0.24,343,0,Suspended - unknown return date,448,0,27,0,2.04,0,2001-01-05,0,2024-12-06T15:30:07.786308Z,423,185,145,1,0,Mudryk,334,43419,0,0,378,False,,122,True,0.0,0.0,225.0,31.5,500,0,26,2023-01-15,0,0,208,8.5,31.0,2,771,0,12,3.28,1.0,1.24,-4,0,0,,4,0.0,p465920,0.56,s,1.1,0.62,0.0,0.2,0.90,0.15,0.0,,18288,199,235,0,0,75,0,23.2,0.66,0,0,7,0.0,0.41,202,0.0,0.0,363
180,Nicolas Jackson,77,FWD,Chelsea,0,0,5,10.71,6,2,Hamstring injury - Expected back 03 Apr,70,6,6410,0,1.24,15,2001-06-20,0,2025-02-10T09:30:07.129820Z,22,4,1735,22,0,N.Jackson,85,4988907,0,0,56,False,,13,True,0.0,0.0,189.0,318.7,22,0,402,2023-07-01,0,9,8,167.8,854.0,19,784,0,65,23.95,4.7,0.99,2,0,5,,-2,0.0,p517052,0.65,i,14.0,1.14,0.41,6.4,12.36,0.56,0.0,,5240250,7,8,8,0,14,0,501.8,1.65,0,0,108,0.0,0.09,6,0.0,0.0,94
181,Christopher Nkunku,57,MID,Chelsea,0,0,61,4.84,79,2,,243,2,4217,0,1.72,5,1997-11-14,0,,158,53,781,7,0,Nkunku,15,1652461,0,0,111,False,,36,True,0.8,4.5,73.0,185.7,240,0,187,2023-07-01,0,3,108,72.2,319.0,15,55,0,1545,14.94,2.3,1.73,-8,0,2,,8,5.0,p213198,0.67,a,9.8,0.81,0.23,2.9,5.80,0.56,,2.0,413615,116,102,2,0,93,3,219.0,0.96,0,0,56,0.0,0.11,92,,4.5,172
182,Cole Palmer,110,MID,Chelsea,0,0,2,14.67,7,6,,4,8,126446,0,1.34,31,2002-05-06,1,2025-01-17T15:00:07.230312Z,2,3,2442,28,0,Palmer,87,4482229,0,0,2,True,1.0,2,True,0.2,2.0,241.0,1006.0,4,0,784,2023-09-01,0,14,3,273.3,844.0,35,194,0,9931,36.42,6.5,1.29,5,0,4,1.0,-5,2.5,p244851,0.82,a,16.5,1.03,0.22,57.5,22.22,0.54,100.0,1.0,6785411,1,3,6,0,3,1,880.0,7.55,0,0,181,0.0,0.28,2,100.0,2.0,1
183,Đorđe Petrović,44,GKP,Chelsea,0,0,23,0.00,626,0,Loaned to Strasbourg,653,0,16,0,0.0,0,,0,2024-08-31T06:26:07.653045Z,653,65,0,0,0,Petrović,80,64600,0,0,413,False,,56,False,0.0,0.0,,0.0,658,0,0,,0,0,81,0.0,0.0,0,566,0,0,0.00,0.0,0.0,-1,0,0,,1,0.0,p457569,0.0,u,0.0,0.0,0.0,0.2,0.00,0.0,0.0,,2753,75,81,0,0,528,0,0.0,0.00,0,0,0,0.0,0.0,81,0.0,0.0,648
184,Renato Palma Veiga,44,MID,Chelsea,0,0,327,0.16,373,0,Loaned to Juventus,434,0,77,0,1.62,0,,0,2025-01-30T11:39:46.371988Z,448,202,176,1,0,Renato Veiga,202,44935,0,0,450,False,,155,False,0.0,0.0,173.0,9.2,461,0,22,2024-07-12,0,0,199,5.9,19.0,2,577,0,0,3.17,1.0,1.02,-1,0,2,,1,0.0,p551230,0.16,u,1.6,0.51,0.51,0.1,0.31,0.08,0.0,,41967,228,210,1,0,546,0,30.4,0.15,0,0,7,0.0,0.08,213,0.0,0.0,443
185,Robert Sánchez,45,GKP,Chelsea,0,0,16,0.00,653,2,,42,0,7250,0,1.36,9,1997-11-18,0,,207,69,1980,22,0,Sánchez,15,1868243,74,0,53,False,,10,True,0.5,2.2,200.0,0.0,66,1,303,2023-08-05,0,0,12,57.1,0.0,27,166,0,931,29.85,3.8,1.23,0,0,5,,0,2.7,p215059,0.0,a,18.4,1.0,0.23,6.9,0.01,0.0,,,2225123,77,10,5,0,380,9,572.2,0.01,0,0,83,3.36,0.0,12,,2.2,669
187,Tosin Adarabioyo,42,DEF,Chelsea,0,0,145,0.95,251,1,,192,1,599,0,1.34,5,1997-09-24,0,,271,70,1082,11,0,Tosin,11,63655,0,0,280,False,,104,True,1.1,4.5,241.0,39.7,103,0,208,2024-07-01,0,1,71,40.8,84.0,12,50,0,1364,16.12,3.3,1.0,-3,0,2,,3,5.0,p109646,0.09,a,11.9,0.91,0.33,0.5,1.10,0.08,,,83886,109,21,4,0,605,8,281.0,0.15,0,0,50,0.0,0.01,84,,4.5,340
189,Wesley Fofana,43,DEF,Chelsea,0,0,133,0.45,336,0,,261,0,45,0,1.16,2,2000-12-17,0,2024-12-02T00:00:08.059563Z,310,112,1087,13,0,W.Fofana,61,106640,0,0,338,False,,123,True,0.3,1.5,73.0,73.8,293,0,158,2022-08-31,0,0,93,30.3,33.0,12,220,0,199,14.06,1.9,0.99,-2,0,6,,2,2.0,p444463,0.05,a,5.8,1.08,0.17,0.3,0.62,0.04,100.0,,84267,82,96,2,0,586,6,195.2,0.17,0,0,25,0.0,0.01,98,100.0,1.5,290
386,Jadon Sancho,62,MID,Chelsea,0,0,33,1.54,87,0,,207,5,902,0,1.34,3,2000-03-25,0,2024-11-07T09:00:07.812014Z,106,57,1349,15,0,Sancho,74,474360,0,0,214,False,,67,True,0.4,2.2,241.0,400.1,140,0,292,2024-08-30,0,2,88,94.7,287.0,21,176,0,384,20.06,3.0,1.4,-3,0,1,,3,2.7,p209243,0.28,a,10.6,1.0,0.27,1.0,4.29,0.1,100.0,,498359,49,60,4,0,58,3,261.6,2.75,0,0,66,0.0,0.18,66,100.0,2.2,63
560,Pedro Lomba Neto,63,MID,Chelsea,0,0,30,1.95,67,1,,172,4,6854,0,1.28,5,2000-03-09,0,2024-12-09T09:30:06.764738Z,75,44,1434,15,0,Neto,10,347982,0,0,124,False,4.0,43,True,0.8,5.2,173.0,467.9,177,0,270,2024-08-11,0,3,70,114.4,353.0,18,35,0,4347,20.41,2.7,1.13,-2,0,6,,2,5.7,p247632,0.31,a,10.8,0.94,0.25,2.4,4.93,0.12,100.0,,478960,44,73,4,0,55,3,322.8,2.98,0,0,68,0.0,0.19,51,100.0,5.2,53
575,Caleb Wiley,40,DEF,Chelsea,0,0,186,0.00,541,0,Loaned to Strasbourg,595,0,6,0,0.0,0,,0,2024-08-13T07:07:06.645739Z,595,193,0,0,0,Wiley,161,3864,0,0,669,False,,225,False,0.0,0.0,,0.0,599,0,0,,0,0,207,0.0,0.0,0,461,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p488464,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,0,206,204,0,0,668,0,0.0,0.00,0,0,0,0.0,0.0,207,0.0,0.0,579
581,Filip Jørgensen,42,GKP,Chelsea,0,0,37,0.00,599,0,,290,0,3993,0,1.47,0,2002-04-16,0,2024-11-21T08:30:09.544798Z,382,51,540,6,0,Jørgensen,13,47420,20,0,212,False,,29,True,0.6,2.5,58.0,0.0,131,0,59,2024-07-30,0,0,28,15.9,0.0,9,140,0,805,8.83,3.0,1.5,-3,0,0,,3,3.0,p508479,0.0,a,4.3,1.0,0.17,1.0,0.00,0.0,100.0,,119130,65,18,1,0,618,0,157.6,0.00,0,0,18,3.33,0.0,28,100.0,2.5,630
621,João Félix Sequeira,59,MID,Chelsea,0,0,57,2.30,183,0,Loaned to Milan,371,2,115,0,1.48,0,,0,2025-02-04T23:54:41.208950Z,303,112,362,3,0,João Félix,331,169526,0,0,286,False,,88,False,0.0,0.0,173.0,95.4,287,0,90,2024-08-21,0,1,172,32.3,141.0,4,767,0,0,5.96,2.0,0.99,-6,0,2,,6,0.0,p428399,0.68,u,4.1,0.75,0.25,0.4,2.75,0.57,0.0,,163911,164,126,1,0,85,0,88.0,0.45,0,0,24,0.0,0.11,152,0.0,0.0,262
695,Samuel Rak-Sakyi,45,MID,Chelsea,0,0,287,0.00,705,0,,722,0,13,0,0.0,0,2005-03-27,0,,722,295,0,0,0,Rak-Sakyi,255,324,0,0,749,False,,315,True,0.0,0.0,241.0,0.0,725,0,0,2024-10-23,0,0,300,0.0,0.0,0,650,0,9,0.00,0.0,0.0,0,0,0,,0,0.5,p547692,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,,,466,300,301,0,0,453,0,0.0,0.00,0,0,0,0.0,0.0,299,,0.0,717
696,Tyrique George,45,MID,Chelsea,0,0,291,0.13,369,0,,440,1,46,0,1.34,0,2006-02-04,0,,417,200,70,0,0,George,104,721,0,0,693,False,,286,True,0.3,1.5,241.0,46.1,367,0,23,2024-04-15,0,0,203,9.4,21.0,0,223,0,52,1.04,1.5,0.0,0,0,1,,0,2.0,p550615,0.38,a,1.3,0.0,0.0,0.0,0.29,0.17,,,1525,189,172,0,0,457,1,28.0,0.16,0,0,6,0.0,0.21,200,,1.5,329
697,Josh Acheampong,40,DEF,Chelsea,0,0,215,0.22,390,0,,475,0,190,0,1.12,0,2006-05-05,0,,477,135,168,2,0,Acheampong,122,7265,0,0,525,False,,181,True,0.0,0.2,241.0,2.5,445,0,8,2024-03-10,0,0,172,2.9,13.0,3,364,0,70,2.09,1.0,1.61,0,0,1,,0,0.7,p577016,0.13,a,1.0,1.07,0.0,0.1,0.23,0.12,,,12346,169,154,0,0,701,0,13.6,0.01,0,0,4,0.0,0.01,168,,0.2,467
740,Enzo Maresca,15,MNG,Chelsea,2,9,3,0.00,481,0,,546,0,4000,0,0.0,0,1980-02-10,0,,546,18,0,0,0,Maresca,12,21294,0,0,264,False,,4,True,3.7,5.5,106.0,0.0,553,0,0,2024-06-03,0,0,18,0.0,0.0,0,24,0,315,0.00,0.0,0.0,0,3,0,,0,6.0,man48549,0.0,a,20.7,0.0,0.0,9.1,0.00,0.0,,,64606,18,18,0,0,771,9,0.0,0.00,0,3,31,0.0,0.0,18,,5.5,524
771,Mathis Amougou,45,MID,Chelsea,0,0,304,0.00,728,0,,522,0,6,0,0.0,0,2006-01-18,0,,524,310,7,0,0,Amougou,172,74,0,0,768,False,,328,True,0.0,0.2,73.0,0.9,480,0,2,2025-02-03,0,0,243,0.2,0.0,0,376,0,12,0.00,1.0,0.0,0,0,0,,0,0.7,p609640,0.0,a,0.2,0.0,0.0,0.0,0.00,0.0,,,220,239,222,0,0,484,0,1.0,0.00,0,0,1,0.0,0.0,244,,0.2,481
774,Aaron Anselmino,40,DEF,Chelsea,0,0,232,0.00,587,0,,636,0,12,0,0.0,0,2005-04-29,0,,636,232,0,0,0,Anselmino,201,82,0,0,757,False,,255,True,0.0,0.0,10.0,0.0,641,0,0,2024-08-08,0,0,241,0.0,0.0,0,508,0,15,0.00,0.0,0.0,0,0,0,,0,0.5,p622758,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,,,217,241,239,0,0,721,0,0.0,0.00,0,0,0,0.0,0.0,241,,0.0,621
781,Shumaira Mheuka,45,FWD,Chelsea,0,0,75,0.06,380,0,,510,0,127,0,0.0,0,2007-10-20,0,,494,48,1,0,0,Mheuka,33,487,0,0,643,False,,79,True,0.1,0.3,241.0,0.0,475,0,5,2024-10-23,0,0,52,2.0,17.0,0,358,0,229,0.00,1.0,0.0,0,0,0,,0,0.8,p567119,5.4,a,0.2,0.0,0.0,0.0,0.06,5.4,,,2561,63,48,0,0,464,0,3.0,0.00,0,0,1,0.0,0.0,53,,0.3,726
